record_id,dataset_version,collection_status,source_type,reference_title,reference_authors,reference_year,reference_doi,reference_url,data_extraction_note,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_LW_mJ_m2,solid_acid_plus_mJ_m2,solid_base_minus_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,liquid_name,liquid_family,liquid_total_surface_tension_mN_m,liquid_dispersion_mN_m,liquid_polar_mN_m,liquid_LW_mN_m,liquid_acid_plus_mN_m,liquid_base_minus_mN_m,liquid_viscosity_mPa_s,liquid_dipole_moment_D,liquid_dielectric_constant,liquid_property_source,temperature_K,humidity_percent,pressure_atm,contact_angle_deg,contact_angle_type,measurement_method,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,is_equilibrium_angle,sample_preparation_notes,quality_grade,include_in_training,split_group,duplicate_group_id,conflict_flag,curation_date,analysis_split,source_group_id,duplicate_policy
CA0430,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Uncoated paper UP,cellulose,,untreated,Uncoated paper UP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,461.4,578.1,1.064,46.38,46.27,0.11,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,31.4,static,sessile_drop,,,2.1,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC016,unique_or_condition_distinct_keep
CA0431,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Uncoated paper UP,cellulose,,untreated,Uncoated paper UP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,461.4,578.1,1.064,46.38,46.27,0.11,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,48.3,static,sessile_drop,,,1.5,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,internal_pool,,none,2026-05-18,internal_val,SRC016,unique_or_condition_distinct_keep
CA0432,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Bleached hardwood kraft paper HBKP,cellulose,,untreated,Bleached hardwood kraft paper HBKP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,910.4,1198,1.059,38.71,37.22,1.49,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,88.7,static,sessile_drop,,,2.1,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,balanced_holdout,,none,2026-05-18,balanced_holdout,SRC016,unique_or_condition_distinct_keep
CA0433,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Bleached hardwood kraft paper HBKP,cellulose,,untreated,Bleached hardwood kraft paper HBKP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,910.4,1198,1.059,38.71,37.22,1.49,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,41.7,static,sessile_drop,,,1.5,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,balanced_holdout,,none,2026-05-18,balanced_holdout,SRC016,unique_or_condition_distinct_keep
CA0434,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Bleached hardwood kraft paper HBKP,cellulose,,untreated,Bleached hardwood kraft paper HBKP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,910.4,1198,1.059,38.71,37.22,1.49,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,54,static,sessile_drop,,,3.6,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,balanced_holdout,,none,2026-05-18,balanced_holdout,SRC016,unique_or_condition_distinct_keep
CA0435,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Semi-bleached kraft paper SBKP,cellulose,,untreated,Semi-bleached kraft paper SBKP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,576.9,748.1,1.079,40.68,31.62,9.06,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,68.3,static,sessile_drop,,,2.5,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,internal_pool,,none,2026-05-18,internal_val,SRC016,unique_or_condition_distinct_keep
CA0436,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Semi-bleached kraft paper SBKP,cellulose,,untreated,Semi-bleached kraft paper SBKP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,576.9,748.1,1.079,40.68,31.62,9.06,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,37.9,static,sessile_drop,,,3.7,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC016,unique_or_condition_distinct_keep
CA0437,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Semi-bleached kraft paper SBKP,cellulose,,untreated,Semi-bleached kraft paper SBKP; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,rough,576.9,748.1,1.079,40.68,31.62,9.06,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,50.2,static,sessile_drop,,,5.2,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,internal_pool,,none,2026-05-18,internal_val,SRC016,unique_or_condition_distinct_keep
CA0438,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",BOND reference paper,cellulose,,untreated,BOND reference paper; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,118,151.5,1.008,41.83,41.79,0.03,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,98.1,static,sessile_drop,,,1.5,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,internal_pool,,none,2026-05-18,internal_test,SRC016,unique_or_condition_distinct_keep
CA0439,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",BOND reference paper,cellulose,,untreated,BOND reference paper; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,118,151.5,1.008,41.83,41.79,0.03,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,39.1,static,sessile_drop,,,2.7,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,balanced_holdout,,none,2026-05-18,balanced_holdout,SRC016,unique_or_condition_distinct_keep
CA0440,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",BOND reference paper,cellulose,,untreated,BOND reference paper; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,118,151.5,1.008,41.83,41.79,0.03,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,59.8,static,sessile_drop,,,3.7,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,balanced_holdout,,none,2026-05-18,balanced_holdout,SRC016,unique_or_condition_distinct_keep
CA0441,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",PDMS reference film,polymer,,untreated,PDMS reference film; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,0.8,1.8,1,24.9,24.47,0.43,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,105.5,static,sessile_drop,,,2.6,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC016,unique_or_condition_distinct_keep
CA0442,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",PDMS reference film,polymer,,untreated,PDMS reference film; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,0.8,1.8,1,24.9,24.47,0.43,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,68.9,static,sessile_drop,,,3.6,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC016,unique_or_condition_distinct_keep
CA0443,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",PDMS reference film,polymer,,untreated,PDMS reference film; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,0.8,1.8,1,24.9,24.47,0.43,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,71.5,static,sessile_drop,,,5.5,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC016,unique_or_condition_distinct_keep
CA0444,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Polystyrene reference film,polymer,,untreated,Polystyrene reference film; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,0.3,0.4,1,41.62,41.17,0.45,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,91.7,static,sessile_drop,,,5.7,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,no,internal_pool,,none,2026-05-18,internal_test,SRC016,unique_or_condition_distinct_keep
CA0445,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Polystyrene reference film,polymer,,untreated,Polystyrene reference film; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,0.3,0.4,1,41.62,41.17,0.45,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,35.1,static,sessile_drop,,,4.9,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC016,unique_or_condition_distinct_keep
CA0446,v3.4,verified,literature,Paper-based planar reaction arrays for printed diagnostics,A. M盲盲tt盲nen et al.,2014,10.1186/s13568-014-0032-0,https://doi.org/10.1186/s13568-014-0032-0,"Tables 1 and 2 direct values; water, diiodomethane, and ethylene glycol contact angles plus AFM roughness and laboratory RH 15 +/- 5%",Polystyrene reference film,polymer,,untreated,Polystyrene reference film; laboratory conditions 24 +/- 1 C and RH 15 +/- 5%,,smooth,0.3,0.4,1,41.62,41.17,0.45,,,,calculated from Table 2 water/diiodomethane/ethylene glycol contact angles using OWRK least-squares fit,inferred_from_contact_angles,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,297.15,15,1,59.1,static,sessile_drop,,,3.8,,,unknown,paper/polymer planar reaction array substrate; AFM roughness from Table 1,A_high,yes,internal_pool,,none,2026-05-18,internal_train,SRC016,unique_or_condition_distinct_keep
CA0447,v3.4,verified,literature,Mechanically Robust and Thermally Stable Colorful Superamphiphobic Coatings,N. Tian; P. Zhang; J. Zhang,2018,10.3389/fchem.2018.00144,https://doi.org/10.3389/fchem.2018.00144,"Direct liquid-repellency values; superamphiphobic coating contact angles for water, diiodomethane, ethylene glycol, oils, and solvents",Colorful superamphiphobic coating,coating,PTES/TEOS-based colorful superamphiphobic coating; thermally stable and mechanically robust,coating,PTES/TEOS-based colorful superamphiphobic coating; thermally stable and mechanically robust,PTES/TEOS-based colorful superamphiphobic coating; thermally stable and mechanically robust,rough,,,,0.05,0.05,0,,,,apparent OWRK fit from multi-liquid contact angles on textured/coated repellency surface,inferred_from_contact_angles,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,166,static,sessile_drop,,,2.1,,,unknown,reserved as hard external high-contact-angle / non-water-rich challenge case,A_high,no,hard_external,,none,2026-05-18,hard_external,SRC017,unique_or_condition_distinct_keep
